frontUserName,content,createTime,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
施****莎,垫片不太好 容易移位，里面布料舒服的,1566264937736,,4,,5,1193005,L,肤色
流****雨,很舒服，但是最大码数也瘦，建议出大号适合胖子穿的,1566270969016,,3,,5,1193005,L,肤色
x****5,这是一个好评，不要看了下面都是废话。因为本仙女很懒不想每个宝贝都写好评所以才模仿网友的好评模板，但是这个宝贝不管是质量还是款式都是本仙女喜欢的如果不喜欢本仙女收到会很生气然后这个模板就会变成各种喋喋不体的吐槽，自然不会撒下这个好评给各位淘友一个参考。本宝贝还是极好的，来自一位懒省事的只爱购物不爱写评论只想换积分的仙女,1540598808089,,6,,5,1193005,L,肤色
年****,回购很多次，亲肤，透气，隐形，不过定型要求高的话还是看别款吧。,1523697377575,,5,,5,1193005,M,黑色
年****,回购很多次，亲肤，透气，隐形，不过定型要求高的话还是看别款吧。,1523697384816,,5,,5,1193005,M,肤色
年****,回购很多次，亲肤，透气，隐形，不过定型要求高的话还是看别款吧。,1523697492505,,5,,5,1193005,M,黑色
年****,回购很多次，亲肤，透气，隐形，不过定型要求高的话还是看别款吧。,1523697506935,,5,,5,1193005,M,肤色
猫****人,穿了一年了该换了 真的是小胸福音,1534857174765,,5,,5,1193005,S,黑色
m****9,穿上舒服柔软，很合身，严选品质没的说！,1528092326538,,3,"{'id': 44578861, 'createTime': 1534998100675, 'content': '用了一段时间，感觉行舒适。', 'picList': ['https://yanxuan.nosdn.127.net/c00d81266d9c13ca76504e46dd94525f.jpg'], 'commentReplyVO': None}",5,1193005,M,黑色
1****5,不错，穿着舒服,1535036066732,,1,,5,1193005,S,肤色
1****1,一般般，一分钱一分货嘛，,1566179812521,,4,,3,1193005,M,肤色
z****i,不太喜欢这个布料，还是纯棉的舒服,1539001803566,,3,,5,1193005,S,黑色
鹿****徐,一般，有点透，海绵看的比较清楚。。,1566217617284,,3,,3,1193005,S,肤色
♛**** ,第二次购买了，穿着舒服，价格实惠，特别满意。,1534861220559,,2,,5,1193005,L,黑色
****i,非常好穿，之前买了黑色，现在买个肤色回来,1534246919283,,4,,5,1193005,M,肤色
L****n,特别舒服，方便穿脱，质量一级棒！第一次买的M号有点松，又买了s号，刚刚好！还会买的！😄😄,1524241212763,,5,,5,1193005,S,肤色
1****7,刚收到货，看了一下，估计有点小，但是也不能退了，嗯，减肥成功再穿吧。,1565931486191,,4,"{'id': 90524552, 'createTime': 1565957176169, 'content': '对胸大的妹子不太友好，底边和插垫口都会卷边', 'picList': [], 'commentReplyVO': None}",5,1193005,M,肤色
章****๑,不错，挺舒服的好穿的得得的的的的的2333333333,1532008618554,,2,,5,1193005,S,黑色
花****烂,穿着舒适度很高，胸垫完全不会乱跑，唯一一点小缺憾就是会有点卷边。,1565879555800,,3,,5,1193005,M,黑色
l****g,质量不错，不过刚买就降价了。。。,1538972599513,"{'id': 20237895, 'replyContent': '亲爱的用户，看到您的评论，小选很理解您的心情，非常抱歉给您造成的不愉快~严选一直致力于为消费者提供优质的产品与服务，由于每次的活动不同，优惠情况也有所区别，您可以关注我们的官方微博或者主站页面查看活动信息哦~希望您一如既往地支持严选~祝您购物愉快！', 'createTime': '2018-10-08 18:46:07'}",2,,3,1193005,L,肤色
张****言,好 有点掉色 之前买了肤色,1538998964097,,4,,4,1193005,M,黑色
花****烂,穿着舒适度很高，胸垫完全不会乱跑，唯一一点小缺憾就是会有点卷边。,1565879561775,,3,,5,1193005,S,肤色
m****3,很合适，下水前不上跑，适合小胸,1565964686943,,3,,5,1193005,S,黑色
i****梅,材质很舒服，但是有点小小的味道😊,1538805019278,,3,,4,1193005,M,黑色
王****佳,摸着质感不错，我162，105斤，但是我的围比较宽，买了L，很好，0束缚,1522820474696,,2,,5,1193005,L,肤色
1****3,同样的码数黑色偏小，我说试穿的时候怎么黑色有点儿小，肤色更合适一点儿。严选没有唯品会退换货方便，而且运费还的自己承担，本来没多少钱，就不换也不退了。,1565956301333,,2,,4,1193005,M,肤色
m****3,很合适，下水前不上跑，适合小胸,1565964680999,,3,,5,1193005,S,肤色
A****e,很好穿，没有不适感，比我的其他内衣好穿太多了，不过有一点是不太防震。,1538401517887,,4,,5,1193005,L,黑色
贾****,,1534079507761,,5,,5,1193005,L,肤色
1****5,系统默认好评,1558978815951,,3,"{'id': 90604902, 'createTime': 1566003344005, 'content': '不太好，里面加了海绵垫不固定', 'picList': [], 'commentReplyVO': None}",3,1193005,S,黑色
比****律,很好看很舒服，合身，棒棒哒,1533976107944,,5,,5,1193005,L,肤色
R****y,买过好几次了,1565712808216,,6,,5,1193005,M,黑色
l****n,不是很收，容易跑掉,1538096658208,,4,,4,1193005,M,肤色
S****g,比预想中的舒服，尺码也合适。没有钢圈支撑力没那么强，比较适合小胸。杯垫可以取出来，就比较松，容易移动。物美价廉,1522155589270,,5,,5,1193005,L,肤色
l****i,质量没有想象的好，侧翼插入海绵不够整洁，应该改为上侧插入，而且海绵太厚,1565545404966,,4,,3,1193005,L,肤色
z****4,虽然没那么好，但是这个价格可以了,1565928419131,,3,,5,1193005,M,肤色
m****8,同样的M号，这一次的胸垫却大了许多！没有上一个批次的合身，这个品控没有太好吧！,1565706687441,"{'id': 20333905, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，经核实不同批次商品可能会有轻微差别，小选会将您的商品反馈给相关团队，后期不断完善细节设计，如有疑问烦请联系客服解答哦~感谢您的热心反馈,也对给您造成的不便表示歉意！', 'createTime': '2019-08-14 14:55:21'}",6,,3,1193005,M,肤色
辰****妈,买了两件，穿着舒适，透气，无束缚。,1533882535529,,2,,5,1193005,M,黑色
胡****兰,值得购买，适合运动穿,1533879015977,,3,,5,1193005,L,黑色
p****i,退了。,1565604125832,,5,,3,1193005,S,肤色
辰****妈,舒适柔软，凉爽宜人,1533882619775,,2,,5,1193005,M,肤色
啾****,无限回购，特别舒服，就是里面的海绵垫容易有霉点，晾晒的时候要单独晒,1565758737930,,4,,5,1193005,M,肤色
x****3,这次买的太让人失望了，外面的料子还是原来的料子，但是里面的垫子不一样了，比之前买的差远了,1538879821273,"{'id': 20236975, 'replyContent': '您好，严选一直致力于为消费者提供优质的产品与服务~此商品面料采用氨纶混合，锦纶混织，直接的柔嫩体验，棉柔似婴儿~多尺码可选洞洞透气杯，自然不闷，上薄下厚，立体承托结构，胸部保型不松垮~我们会努力做到更好，感谢您对网易严选的监督，希望您下次购物的时候，能够感受到严选的进步，祝您生活愉快！', 'createTime': '2018-10-07 15:27:09'}",3,,3,1193005,M,肤色
笑****爷,下围太容易卷了，有点别扭，不舒服。才穿一次就皱皱巴巴的了……,1565700532616,,2,,3,1193005,M,肤色
虾****,这款买了n次了，但是这次买的m号跟上次的不同。里头的海绵垫大了很多，但是外层规格和之前一样。导致加上海绵的时候，直接是突出来的，穿的时候更尴尬了，要一直调整。不知道是人为错误还是新的设计不合理。而且内衣买了还不能退，只能认栽了,1565829430712,,3,"{'id': 90429064, 'createTime': 1565829575420, 'content': '如果是设计更新了，请重视这个问题！这次改的真的很不合理！', 'picList': [], 'commentReplyVO': None}",1,1193005,L,黑色
g****k,系统默认好评,1559239016565,,2,"{'id': 90349450, 'createTime': 1565785320022, 'content': '这个下围勒得好紧，又不能调。穿一天下来好深的勒痕。按照尺寸买的，平时穿70a，这个选的s码，结果……哎，一分钱一分货，之前在ubra买的贵一些但是真的好舒服，大小也刚好。这个就真的不敢恭维，尺寸都不对，里面的垫也不好，两个品牌比下来真的差好多。', 'picList': [], 'commentReplyVO': None}",1,1193005,S,肤色
P****_,质量挺好的，没那么容易变形,1565534341222,,3,,4,1193005,S,黑色
游****狼,老婆喜欢 不错。,1533423947261,,3,,5,1193005,M,黑色
1****4,确实很舒适，不过觉得承托力不够,1538603099960,,4,,5,1193005,M,黑色
卷****舒,很柔滑，可能是小了一码，腰部松紧有点紧，其它部分都合适,1538218671843,,4,,5,1193005,M,黑色
1****8,下面松紧带有点儿勒，其他都好,1565669068310,,3,"{'id': 90343115, 'createTime': 1565744854578, 'content': '下围勒得不舒服，不建议买', 'picList': [], 'commentReplyVO': None}",4,1193005,L,肤色
1****2,穿着很舒服，只是自己码数买小了，有点儿小悲伤,1529819644196,,1,,5,1193005,M,黑色
范****h,很舒服，等天气好一点，洗了穿。,1533385390137,,2,,5,1193005,S,肤色
1****7,还不错，就是里面的垫子略厚😂,1565604640588,,4,,5,1193005,L,黑色
范****h,同事推荐的。,1533385396784,,2,,5,1193005,S,黑色
m****2,,1533312697803,,6,,5,1193005,L,肤色
l****7,最大号也小了，不能退，留到瘦了穿吧，如果有那么一天,1538471560779,,4,,5,1193005,L,黑色
m****2,很舒适，透气，但是穿久了会松,1565333188545,,3,,5,1193005,M,黑色
E****y,蛮舒服，一开始看着小小的一点点，担心码小了，结果正好。运动时肩带不易滑落。,1565604786862,,6,,5,1193005,M,肤色
l****9,忘记拍照了，给女儿用的，夏天也不热，也不勒很舒服。,1529476000935,,5,,5,1193005,L,肤色
橙****,系统默认好评,1565287389664,,3,"{'id': 89993207, 'createTime': 1565404213615, 'content': '在网易买了十几个产品，这是第一个要给差评的商品。这个Bra 胸下部分与肋骨交界处，一穿就外翻 卷边，后背没有不舒适的感觉。以及，这个Bra设计得胸部非常外扩，显得胸型很难看。唯一有点好的，就是这个材质比较舒服。 改善建议：胸部以下与肋骨交界处做加厚处理 以避免卷边外翻，胸型胸垫做聚拢优化。', 'picList': [], 'commentReplyVO': None}",1,1193005,S,黑色
s****w,小了换货,1565613888851,,3,,5,1193005,M,肤色
n****y,刚拿到手的时候觉得好小一件啊，不过穿上身发现弹力很大，面料亲肤，很柔顺，喜欢，会回购的！,1521427694243,,2,,5,1193005,S,肤色
m****0,手感很好，很舒服，平时75b买的m码，还没穿，看着应该差不多,1523942415704,,1,,5,1193005,M,肤色
年****,回购无限回，去年自己用的好，就给妈妈也买了，很舒服，今年继续。,1523697259212,,5,,5,1193005,L,肤色
1****3,买完就降价了，太悲伤😔了,1565320293918,,4,,5,1193005,L,肤色
1****5,对得起这个价格，里面的海绵一般。穿起来还是很舒适,1536887066418,,2,,5,1193005,S,肤色
f****r,内衣质量很好，穿着很舒服，适合平时穿着。会回购的一款产品。严选的质量就是好，值得信任，家里边好多物品都是严选的，信任严选，你值得拥有。哈哈哈哈哈,1532479677787,,3,,5,1193005,M,黑色
睡****懒,回购无数遍，穿过最舒服的内衣。尤其是夏天穿真的舒服到爆炸(穿其他内衣真的好热～～～ 这款内衣简直就是小胸星人的大福利～～～,1530716394871,,3,,5,1193005,M,肤色
S****E,质量可以，就是内心垫子会乱跑，中间应该缝起来,1536366020888,,5,,5,1193005,S,肤色
孤****,看有很多好评才买的，没想到穿是挺舒服的，但材质像丝袜的材质，感觉会容易坏，而且上身效果太差。若是以前可以免运费退货，早就被我退了。,1565410502565,,4,"{'id': 89994236, 'createTime': 1565410667786, 'content': '刚刚收货就发现降价了，晕……', 'picList': [], 'commentReplyVO': None}",5,1193005,M,肤色
卡****,换了L码，售后非常好！,1565149141464,,5,,5,1193005,M,黑色
1****6,颜色比我拍图要深一点，面料很舒服不是那种冰丝的，很透气。穿上胸型也很好，我买过很多这种类型的内衣，就这个最满意，只有一点就是垫子可能会跑,1535876824389,,3,,5,1193005,M,肤色
拉****,老婆说很好，穿着比较舒服，比较舒服,1532138989928,,5,,5,1193005,M,黑色
w****y,好快的速度！之前买了两次，感觉最大码也还是太紧了，最好手洗，防止磨损，穿起来很舒服！,1536108434458,"{'id': 20213847, 'replyContent': '您的满意，一直是我们的追求，有您的支持我们会努力做的更好，期待您的再次光临！', 'createTime': '2018-09-05 09:21:59'}",1,,5,1193005,L,肤色
1****0,买了几次黑色，这次入个肤色,1564941048934,,5,,5,1193005,M,肤色
拉****,听老婆说不错，穿着很舒服.,1532138933390,,5,,5,1193005,M,肤色
疯****丹,非常容易松，变形。穿几次就扔了,1565062661296,,5,,3,1193005,M,黑色
1****1,有点味道,1564794152929,,4,,5,1193005,M,肤色
程****2,穿着像没穿一样，舒服没有紧绷感，只是胸型变形了,1565324852277,,4,,5,1193005,M,黑色
m****2,很舒适，透气，但是穿久了会松,1565333201923,,3,,5,1193005,M,肤色
拉****,舒服，舒服，舒服，舒服，舒服，舒服，舒服,1532139044795,,5,,5,1193005,M,肤色
1****9,还是黑色的好,1564710910563,,3,,5,1193005,L,黑色
d****9,很棒的宝贝，值得购买,1531965299228,,3,,5,1193005,S,黑色
S**** ,摸起来很舒服，看起来有点小,1565011062601,,3,,4,1193005,M,黑色
m****n,物品描述和实物相符，手感好，品质好。,1531894434965,,1,,4,1193005,L,肤色
t****1,好穿 怎么下架了呢,1531921858521,,2,,5,1193005,M,黑色
1****9,不晓得为啥是这样的？？,1564710890073,"{'id': 20332291, 'replyContent': '亲爱的用户，看到您的留言后，我们第一时间为您核实，目前已致电您处理~针对您提到的情况，小选也会反馈相关团队努力完善，若有其他疑问，欢迎咨询联系客服人员为您解答，祝您生活愉快~', 'createTime': '2019-08-02 18:06:00'}",3,,1,1193005,L,肤色
t****1,好穿 为什么下架了,1531921855770,,2,,5,1193005,M,肤色
盈****风,尺码严重不准，S号感觉是给小学初中生穿的，90斤163厘米的人都穿不进去这是S号吗？既然是不能退换的东西，就请尺码准一点，不然就是坑害欺骗消费者！,1536024508686,"{'id': 20214603, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰~关于您反馈的情况，小选已经记录下来并带给相关团队，已安排相关团队人员与您联系咨询相关情况，后期也会不断优化改进~希望您能一如既往地支持严选，祝您购物愉快！', 'createTime': '2018-09-05 16:38:09'}",5,,1,1193005,S,肤色
k****姐,不好，形状有问题,1563685759759,,4,,3,1193005,L,肤色
m****4,尺寸偏小，送的才没退,1564728126492,,5,,3,1193005,S,黑色
j****t,好穿，穿着很舒服，就是里面的海绵垫上面的衬布容易掉…,1563716578925,,4,,5,1193005,L,肤色
l****n,"s码太小了
但是已经洗了没办法了
158cm，104斤",1563725374720,,5,,5,1193005,S,黑色
m****n,货品质不错，舒服。,1531894332426,,1,,4,1193005,L,黑色
m****2,手感是真舒适，就是我75A下胸围略微有点紧。M又怕罩杯那儿太大。先穿穿再说,1564732788002,,4,,5,1193005,S,肤色
常****娜,超级舒服，面料滑滑的，妈妈帮我收衣服时还说穿这种还行，所以再入两个给妈妈。参考167/130斤买的大号。可以的,1523851166239,,4,,5,1193005,L,肤色
m****7,质量不错，运动穿很好。,1531581825666,,4,,5,1193005,M,肤色
s****3,面料手感和以前买的相比有些不同，面料更硬一点。可能厂商是不同的,1535816177564,,5,,5,1193005,M,黑色
w****a,这个一般吧，感觉有点过誉了，胸小的人可以尝试下，不过显小哦,1535379102703,,6,,5,1193005,L,肤色
1****4,挺舒服！生玩孩子以后步入小胸行列！呵呵！关键人还胖成球！,1524579144045,,3,,5,1193005,M,肤色
m****6,系统默认好评,1561162804855,,3,"{'id': 88370990, 'createTime': 1563781040817, 'content': '起球', 'picList': [], 'commentReplyVO': None}",3,1193005,S,肤色
s****9,胸垫洗的时候老是跑出来。,1535442384350,,3,,5,1193005,M,黑色
亮****,舒服的很好喜欢,1531136230079,,5,,5,1193005,S,肤色
j****t,好穿，就是里面的海绵垫容易脱,1563716553163,,4,,5,1193005,L,黑色
H****y,"黑色掉色这么严重是怎么回事？
昨天穿它出门，外面穿最爱的一件t恤。夏天太热衣服都湿了，晚上回家一看——浅色t恤胸口后背全被染成黑色！无法原谅，差评！",1562751181618,"{'id': 20329039, 'replyContent': '您好，感谢您对网易严选的关注~此款商品采用氨纶混合棉纶裸织，直接的柔嫩体验，棉柔似婴儿~洗涤时建议手洗，最高洗涤温度为40℃哦~初次使用会有轻微掉色的现象，建议您可以尝试使用温盐水浸泡清洗后在阴凉处晾干，会有效减轻的哦~感谢您一直以来对严选的支持~祝您购物愉快哦~', 'createTime': '2019-07-11 17:30:58'}",3,,1,1193005,S,黑色
y****0,一般般，胸垫给人感觉怪怪的……,1535381022696,,5,,5,1193005,S,肤色
k****3,先先后后买了六七个了吧，对于不喜受约束一族来说很舒服。但后来围度比起处紧了一点点，另外，太热的天，垫子虽薄但还是憋汗不透气。希望能出质感更好一点的舒服文胸。,1535714442346,,3,,5,1193005,L,肤色
亮****,不错的舒服的,1531136679788,,5,,5,1193005,M,黑色
彩****瑶,非常柔软贴身，如果能把内垫不容易移位就更好了,1528901507183,,5,,5,1193005,L,黑色
j****i,第一次买严选的产品，包装很好，穿上很舒服，下次还会买的,1525996336412,,4,,5,1193005,M,肤色
王****,短短的小bra挺好穿的，适合夏天穿深色裙子的时候打底,1561532389074,,5,,5,1193005,M,黑色
淙****,一般吧，四十几块买的，看到评论有人二十几三十几买的，胸大的建议不要买,1535361403413,"{'id': 20207937, 'replyContent': '您好，感谢您对网易严选的关注~严选一直致力于为消费者提供优质的产品与服务，由于每次的活动不同，优惠情况也有所区别，您可以关注我们的官方微博或者主站页面查看活动信息哦~希望您一如既往地支持严选~祝您购物愉快！', 'createTime': '2018-08-28 14:50:18'}",2,,3,1193005,M,肤色
m****g,材质柔软细腻，包装很好！快递速度快！赞，已经有中了严选的毒了！,1524195316446,,3,,5,1193005,M,黑色
v****2,料子很舒服，穿上没有束缚感，款式也好看，满意。买了一黑一肉色。,1524140118834,,2,,5,1193005,L,肤色
C****n,好舒服，完全没有被勒的感觉，第一次买就直接买了两件，也是看到评价几乎都说很好穿，穿后立马介绍同事买，价格不贵,1526899043116,,2,,5,1193005,L,肤色
1****8,摸着很柔软，洗了等穿了看看，如果好的话会回购,1525265166400,,2,,5,1193005,M,肤色
娜****,回购的，贼好穿，舒服的就像没穿一样,1529418231876,,5,,5,1193005,L,黑色
1****4,不是很好穿！特别是热天更不方便啊！,1561743572226,,3,,4,1193005,L,肤色
小****爰,很好穿，肩带不会滑落，推荐好多人买了。,1535344692561,,2,,5,1193005,M,黑色
胡****芳,非常差，海绵垫会移动。,1561636026748,,3,,3,1193005,L,肤色
N****a,很舒服，比穿内衣爽多了，唯一的缺点是胸垫会到处乱跑,1561074286742,,3,,4,1193005,S,黑色
i****l,有点点起球哦,1535342293005,,1,,5,1193005,S,黑色
D****u,不错，不错,1530111556180,,2,,5,1193005,M,肤色
P****s,88元3件，摸着很舒服，包装也满分，给自己买的2件，小号中号各一件，,1523155661128,,1,,5,1193005,L,肤色
1****9,感觉有刺鼻味道。,1534988157545,"{'id': 20203833, 'replyContent': '您好，感谢您对网易严选的关注~由于密封包装原因，新品刚拆封时偶尔会带有一点包装味道，小选建议您可以先下水洗涤一次能有效祛除味道哦~希望您一如既往地支持严选哦~祝您购物愉快！', 'createTime': '2018-08-23 16:42:14'}",1,,3,1193005,S,肤色
w****6,舒适，如果换成搭扣设计就更容易穿脱了,1561441792709,,5,,5,1193005,L,肤色
e****g,还算可以，可能不习惯没有扣子穿脱很是费力。,1560956050276,,4,,5,1193005,M,黑色
g****0,松松垮垮的，穿上一点型都没有。,1534928336295,"{'id': 20203159, 'replyContent': '您好，感谢您对网易严选的关注~此商品面料采用氨纶混合，锦纶混织，直接的柔嫩体验，棉柔似婴儿~多尺码可选洞洞透气杯，自然不闷，上薄下厚，立体承托结构，胸部保型不松垮~若您还有其他问题，建议您可以联系在线客服为您进行解答~希望您能一如既往地支持严选，祝您购物愉快！', 'createTime': '2018-08-22 17:13:16'}",1,,3,1193005,L,黑色
耿****淘,洗了很多次，都不会起球。,1535081644361,,5,,5,1193005,M,黑色
1****7,我每个月零零总总要买很多东西，如果逐一评价我会很崩溃，所以特别制作一个模版，当你看到这段话的时候，说明我对此产品很是满意，后来者可以放心大胆的购买，当然我并非一个不负责任的买家，如果产品不好，我也会花一番功夫好好评论番的！,1561357685967,,3,,5,1193005,M,黑色
J****e,超喜欢这个，两种颜色一样买了一个，穿了之后就不喜欢穿其他内衣了，昨天准备再买几个时，发现已经下架了，后悔多买点，这么舒适的宝贝希望能在出货啊,1529656609327,,5,,5,1193005,S,黑色
B****e,还不错，穿上没什么存在感，穿着睡觉也没有不舒服，推荐！,1526289463585,,2,,5,1193005,M,黑色
阿****毛,穿过一段时间了，触感特别舒服，很柔软又贴身，没有压迫感，喜欢~,1524735405073,,4,,5,1193005,S,黑色
f****y,超级好穿，不跑不嘞那种无感的内衣，做打底也很好，除了不聚拢，因为这种内衣本身就不能够聚拢啊，聚拢了就肯定做不到无感啦～总之很满意,1561361141118,,4,,5,1193005,L,黑色
y****a,里面棉垫质量非常不好,1560692642840,,4,,3,1193005,M,肤色
尹****灵,大爱网易严选，品质有保障，买过的东西都很不错。这个内衣关注很久了，终于下手买了。质量款式都不错，帮朋友也买了一个。,1525878769299,,5,,5,1193005,M,肤色
A****a,平时的穿75C，选的M码刚好合适，手感很舒服。以后还会再买别的颜色。再赞一下严选的包装，很有面儿！,1521720305799,,2,,5,1193005,M,黑色
l****6,非常棒，质地柔软，做工精细，穿着舒适，推荐朋友购买！👍,1527823689770,,4,,5,1193005,L,黑色
1****0,好舒服 现在完全不想穿那种有钢圈的内衣,1534944861657,,6,,5,1193005,S,黑色
****儿,真很一般，并没评价中说的那么舒适。,1560303543639,,5,,3,1193005,S,肤色
v****k,这个买小了，不太好穿，里面的衬垫会滑来滑去，固定的不好,1533721535472,,3,,5,1193005,S,肤色
悠****,没有什么特别的地方,1560058854129,,4,,3,1193005,L,肤色
李****,加入购物车好久了，一直纠结要不要买，怕买了不舒服浪费了，后来还是没忍住买了两个，收到货后果然没让我失望，穿上就不想脱下来了，轻松舒适，超爱严选,1560753829630,,3,,5,1193005,M,黑色
1****h,小了点，懒得换了,1560180599335,,4,,5,1193005,M,肤色
1****h,买小了，懒得换了,1560180618056,,4,,5,1193005,M,黑色
S****h,穿起来非常舒服，就是穿的过程有点困难，容易卷起来，如果胸垫是固定的就好啦,1533956495454,,3,,5,1193005,S,肤色
1****1,特价的时候还行吧！,1560486343925,,3,,4,1193005,S,肤色
****儿,真很一般，并没评价中说的那么舒适。,1560303538661,,5,,3,1193005,M,黑色
z****6,下摆一点不束缚，适合小胸妹,1560554285281,,3,,5,1193005,S,肤色
m****0,不是太成型一分价钱一分货,1560471801985,"{'id': 20322945, 'replyContent': '您好，感谢您对网易严选的关注~此款商品采用锦纶和氨纶制成，软糯材质，贴身爽滑；立体承托结构，胸部保型不松垮。您对商品的穿着感受以及需要改进的地方，小选会如实记录下来，并把它带给我们的产品团队，后期不断完善~期待您的再次光临，祝您生活愉快！', 'createTime': '2019-06-14 15:03:38'}",6,,3,1193005,M,肤色
秋****,,1529159756037,,2,,5,1193005,L,肤色
秋****,,1529159702126,,2,,5,1193005,L,黑色
b****n,穿着挺舒服，但海绵垫质量不怎么好,1533454816891,,5,,5,1193005,M,黑色
玉****子,很好，就是穿脱和拆洗麻烦。,1533346550117,,4,,5,1193005,S,黑色
m****8,还可以，摸着很柔软，就是觉得海绵垫和内衣的尺寸有些不符，海绵垫有些小，不过质量没话说，包装也很不错，信任严选,1523078347393,,2,,5,1193005,M,肤色
m****8,还可以，摸着很柔软，就是觉得海绵垫和内衣的尺寸有些不符，海绵垫有些小，不过质量没话说，包装也很不错，信任严选,1523078353080,,2,,5,1193005,M,黑色
d****u,穿着舒服，不过洗多了海绵会走位变形,1560130977251,,3,,5,1193005,M,黑色
m****8,发货速度超快，收到小背心了，确实无压无感，很不错,1526812041880,,1,,5,1193005,M,黑色
l****4,第二次购买，柔软没钢圈，就是买得稍微小了点，有汗的时候脱掉会比较困难,1560353630362,,5,,5,1193005,L,肤色
智****全,周四中午拍的，今天中午就收到了，真是快速🌹🌹🌹,1522406970167,,1,"{'id': 38821605, 'createTime': 1522407081777, 'content': '真是神速、宝贝质量很好很好', 'picList': [], 'commentReplyVO': None}",5,1193005,L,黑色
秀****,,1528893534214,,2,,5,1193005,L,黑色
Z****g,很舒服 穿了几次 大小也正适合,1560075466164,,3,,5,1193005,S,黑色
S****i,穿了一段时间除了有点不聚拢，不过价钱摆在这了，挺舒服的,1524027093547,,2,,5,1193005,M,肤色
S****i,穿了一段时间除了有点不聚拢，不过价钱摆在这了，挺舒服的,1524027121604,,2,,5,1193005,M,黑色
l****4,面料手感特别柔软舒适，比实体店卖的便宜好多，版型偏小，好在弹力很大，就不换了。穿上0束缚。严选忠实粉丝，希望多出点产品！,1527062846166,,1,,5,1193005,M,肤色
g****6,差评,1533379147100,,1,,1,1193005,M,肤色
卷****咩,收到味道有点大，摸起来还行，希望不起球。,1559636292266,,4,,5,1193005,M,黑色
a****k,买了三件，摸着质量还行，试了下完全无感，穿着舒服。,1523940322924,,1,,5,1193005,L,肤色
a****k,包装好，三件内衣用了一个纸箱，穿着舒适，适合夏天穿着。上身轻松。,1523940483098,,1,,5,1193005,L,黑色
软****人,好舒服，质量也好好的！再来购买！,1528610237301,,2,,5,1193005,M,黑色
麦****,买小了，但是面料舒适，整体感觉可以，透气性差点,1532500497084,,5,,5,1193005,S,肤色
M****e,海绵太厚了,1559547988107,,4,,3,1193005,L,肤色
1****6,不透气，下边太紧，穿起来不方便。,1559845371214,,5,,4,1193005,S,黑色
m****7,物流让我很无语,1559609024797,"{'id': 20319896, 'replyContent': '您好，非常抱歉给您带来不愉快的购物体验，关于您反馈的情况，可能是快递在运输中投递导致，我们会尽快核实维护并改进，后期我们也会加强运输中商品的完好度，不断完善售后流程~希望您可以一如既往地支持严选哦~祝您生活愉快！', 'createTime': '2019-06-04 14:59:25'}",4,,3,1193005,M,黑色
1****5,外扩的比较厉害,1559638255557,,3,,3,1193005,L,肤色
林****渔,文胸太软了，没啥型,1559643242091,,2,,5,1193005,S,黑色
1****3,别的一款买的s太小了、这款买m还是一样、没什么差别、还不能换,1559617085579,,4,,3,1193005,M,肤色
猫****鱼,第一次在严选买东西，快递发货快，包装也不错。内衣质量挺好的，弹性舒适透气，垫片可拆卸。可能是我在特殊时期，尺码有点小，送给妹妹了，她也非常喜欢。,1527898871774,,3,,5,1193005,L,黑色
1****5,穿的很舒服，非常满意的一次购物。,1528607250556,,1,,5,1193005,L,肤色
y****o,还以为棉是固定的，原来不是！！失望了😞,1559323213212,,3,,3,1193005,M,肤色
喻****,不好穿,1532079335130,,2,,5,1193005,M,肤色
小****,很满意 颜值很高  穿上很舒服 透气很好,1528153677421,,1,,5,1193005,L,肤色
鲁****,质量不错，肩带很结实，穿着很舒服，有型,1528196377837,,3,,5,1193005,L,黑色
m****9,买了好几次了，很好,1530763916358,,5,,5,1193005,L,黑色
沈****芳,很柔很软，几乎感觉不到，虽然支撑力不行，不能跑步，但是很适合居家穿着,1530973826015,,5,,5,1193005,M,黑色
a****0,和白色的长款一起买的，至少号码是准的，布料就还行，比较舒服的那种。整体来说这款还是比较满意的。希望不掉色。,1523801804042,,2,,4,1193005,L,黑色
璐****,就是一块布，性价比太低了,1532342291068,,2,,5,1193005,M,肤色
m****0,真的超级舒服，一个冬天就穿这种款式了，再也不想穿胸罩了,1523499443628,,3,,5,1193005,S,黑色
m****8,买大了...,1559532361950,,5,,3,1193005,L,黑色
a****o,鸡肋了,1529722838070,,5,,5,1193005,M,黑色
l****7,之前买过黑色的，感觉好穿。这个肤色的和收腹裤刚好凑成一套。,1521814155869,,5,,5,1193005,M,肤色
m****5,买了好多件了，黑色和肤色都买了，穿着特别舒服的内衣，推荐！,1521779334921,,4,,5,1193005,M,肤色
k****n,质量还可以，只是大小来说，有点紧，不知道是不是新的，需要撑开一下？,1558653289497,,5,,5,1193005,S,黑色
1****8,尺寸合适，穿着舒适，第二次购买换洗备用。严选的东西不错,1527500185264,,3,,5,1193005,S,肤色
小****萝,质量很好，就是对大胸不太友好。,1528091245266,,4,,5,1193005,L,肤色
G****r,这个一般,1530756960995,,3,,5,1193005,L,黑色
萌****喵,胸垫对B杯不友好，边缘过厚，弹性很好,1559309352633,,2,,5,1193005,M,肤色
