frontUserName,content,createTime,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
w****y,聚拢塑形效果不错，很喜欢,1567035489271,,4,,5,1616018,深杏色,75C
p****7,系统默认好评,1567013647110,,3,"{'id': 93083121, 'createTime': 1568441902365, 'content': '买了没容易上滑，且不贴合，个人觉得不适合自己，但是买了洗了才能穿没法退了', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,80A
1****0,这个退了。比我曾常买的这个号要瘦。,1565327945636,,2,,5,1616018,深杏色,75C
佳****妈,很舒服，穿上效果很好,1566721813263,,5,,5,1616018,黑色,85B
1****9,非常好,1566704949895,,3,,5,1616018,深杏色,75B
李****平,非常好。,1566696151848,,3,,5,1616018,深杏色,80B
如****M,还可以,1566694400257,,5,,5,1616018,黑色,75A
吕****）,不错,1566654413919,,3,,5,1616018,深杏色,75B
J****a,颜色比图片深  还是浅色好看,1561007857650,,4,,5,1616018,深杏色,80A
a****3,一直用严选的东西，很好用，10月份大促销，买了不少，物流快，还会继续支持严选,1540082385879,,5,,5,1616018,深杏色,80C
a****3,一直用严选的东西，很好用，10月份大促销，买了不少，物流快，还会继续支持严选,1540051259636,,5,,5,1616018,黑色,85B
啾****,特别喜欢喜欢喜欢 质量非常好 颜值很高 一看做工就不一般 大牌质量 价格很便宜 性价比很高 好的生活没那么贵 推荐了很多朋友 都夸严选的东西 口碑不错 严选赞赞赞,1566539879046,,6,,5,1616018,深杏色,80B
1****5,有型,1566573920291,,4,,5,1616018,黑色,85C
1****9,上身效果非常好，很喜欢,1566432936522,,4,,5,1616018,黑色,75A
T****,四个扣有点儿太多了，不是很好穿...,1566479787615,,6,,3,1616018,深杏色,75B
m****0,聚拢效果超级好啊,1566487330892,,4,,5,1616018,黑色,80A
A****a,穿着很舒服,1566445040547,,3,,5,1616018,深杏色,75B
1****3,不错,1566487618610,,3,,5,1616018,黑色,75A
1****6,胸罩版型很好，穿起来很舒服，质量很好，值得信赖。非常喜欢。,1560083769355,,5,,5,1616018,深杏色,75A
1****1,很一般吧，或许我买大了一码！还是去实体店买吧！,1566635810970,,3,,5,1616018,深杏色,80A
颜****i,系统默认好评,1565807371496,,4,"{'id': 90977854, 'createTime': 1566385857096, 'content': '不错，聚拢效果比较好。比较舒适。', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,80C
源****,很漂亮，很舒服，除新衣有味道，其他完美。,1566181590814,,4,,5,1616018,黑色,85C
1****8,很好，非常满意,1566284976759,,4,,5,1616018,深杏色,80B
1****0,非常好穿,1566274733075,,5,,5,1616018,深杏色,75C
喵****车,质量好，穿戴舒适，聚拢无刚圈，只是第一次洗褪色，和浅衣服要分开,1566289133076,,5,,5,1616018,黑色,75A
1****0,好用。,1566269418812,,5,,5,1616018,深杏色,80B
小****,这个挺合适的，穿起来又舒服,1566182211024,,4,,5,1616018,黑色,75A
N****a,第二次购买，质量非常好，希望以后严选能够坚持初衷,1565527290523,,5,,5,1616018,深杏色,85C
蝴****,还可以,1566175951856,,5,,4,1616018,黑色,75A
丷****,非常满意！穿着很舒服，评价完再下一单！,1565416733756,,5,,5,1616018,深杏色,80A
1****3,喜欢在网易购物，因为他都替你考虑到了。信任严选！！,1559783760870,,5,,5,1616018,黑色,85C
狩****月,老婆说挺好,1566093059990,,5,,5,1616018,黑色,80A
溧****。,很不错,1566094509198,,5,,5,1616018,黑色,75B
l****0,穿着无束缚感，不错,1566035297794,,4,,5,1616018,黑色,80A
X****J,不错，两个颜色都买了,1566018579430,,4,,5,1616018,黑色,80A
ପ****ଓ,舒适度不错，准备再入手黑色。,1565971225273,,5,,5,1616018,深杏色,80C
J****朱,非常之聚拢,1565962181743,,5,,5,1616018,黑色,75B
b****4,很满意,1565939403213,,5,,5,1616018,黑色,75C
t****o,太紧了,1566004146569,,5,,5,1616018,深杏色,75B
y****2,挺好的。包裹性和支撑性及聚拢效果好。,1565189601770,,3,,5,1616018,黑色,75B
m****7,很舒适哦,1565742881295,,5,,5,1616018,深杏色,80A
1****3,还可以,1565750354295,,5,,5,1616018,深杏色,75B
周****,挺不错的，就是稍微有点紧，不知道穿穿能松点不,1559449773468,,5,,5,1616018,深杏色,85B
叮****,"质量好，以后还来你家买。,东西收到了，很好哦，很喜欢，赞个",1556703668897,,6,,5,1616018,深杏色,85C
1****8,买了又买的好货,1565672159191,,6,,5,1616018,深杏色,80C
1****8,买了又买的好货,1565672147427,,6,,5,1616018,黑色,80C
m****0,尺码不合适，不能退货,1566000612650,,6,,5,1616018,深杏色,80B
春****袁,还行吧，太厚，不是期望的样子,1565487132820,,6,,5,1616018,深杏色,75B
1****8,试了一下，舒适，不错😊,1565574855568,,3,,5,1616018,深杏色,75B
h****e,棒，第二次回购了,1565583248376,,6,,5,1616018,黑色,85C
c****u,"很好
特别满意",1565573830538,,5,,5,1616018,黑色,85C
1****0,很好，第二次购买,1565591857416,,5,,5,1616018,深杏色,80C
艾****,内内质量超好，穿着舒适，合体，赞👍,1564835736451,,4,,5,1616018,深杏色,80C
y****2,挺好的聚拢效果好。支撑力贴合度好,1565189629542,,3,,5,1616018,深杏色,75B
1****3,很喜欢,1565536889189,,5,,5,1616018,深杏色,85C
g****m,很好，就是夏天穿有点热,1565450257042,,6,,5,1616018,深杏色,85C
X****J,很不错，杯型好看，穿着舒适，两色都入了,1564068154742,,4,,5,1616018,深杏色,80A
1****0,宝贝刚收到，个人感觉不错，马上追加一件,1564673640766,,2,,5,1616018,黑色,80A
1****5,緊拢效果好,1565331915484,,6,,5,1616018,深杏色,85C
h****e,很好,1565353156864,,6,,5,1616018,深杏色,85C
朱****英,舒服,1565361914857,,4,,5,1616018,深杏色,80C
陽****鏽,系统默认好评,1565288873474,,5,"{'id': 89919867, 'createTime': 1565361639133, 'content': '穿了有这么久了，还是感觉可以，因为他这个就是包裹性还蛮好的，而且后面很宽。我穿爱慕安莉芳之类的是80B，但是略有一点点满。但是80C又会空杯。量胸围是94，下胸围81。因为之前买过严选的内衣都是有点偏小，然后就正好穿80c就合身。这一件也是稍微有一点偏小的，他们家的c杯相当于就是别家的bc之间。', 'picList': ['https://yanxuan.nosdn.127.net/815c042c9c404a629086ffd1a947fceb.jpg'], 'commentReplyVO': None}",5,1616018,深杏色,80C
1****5,面料很舒服,1565279090213,,3,"{'id': 89832764, 'createTime': 1565279126429, 'content': '穿了，感觉超级超级舒服', 'picList': [], 'commentReplyVO': None}",5,1616018,黑色,80A
孙****大,穿着非常舒适有型,1565238928930,,5,"{'id': 89826194, 'createTime': 1565239136084, 'content': '穿着舒服', 'picList': [], 'commentReplyVO': None}",5,1616018,黑色,80B
1****6,有点厚啊,1565265120464,,4,,5,1616018,黑色,80C
1****6,有点厚,1565265118519,,4,,5,1616018,深杏色,80B
1****2,塑形真的不错，需要回购,1565156518701,,3,,5,1616018,深杏色,85C
1****3,觉得有钢圈的好,1565137638123,,6,,5,1616018,深杏色,80B
c****r,号码标准，没必要特意买大一号，如果不是特别肉多的话，按正常尺寸买就OK,1564152685172,,4,,5,1616018,深杏色,75C
1****0,第二次买了，非常满意！,1565057497875,,5,,5,1616018,黑色,75A
树****,舒服回购,1565048622197,,5,,5,1616018,黑色,80B
m****1,好穿,1565048249768,,5,,5,1616018,黑色,80B
1****8,面料舒适，喜欢,1564934805771,,5,,5,1616018,深杏色,85C
许****,好,1565007452648,,4,,5,1616018,深杏色,75C
m****9,好,1564960563315,,4,,5,1616018,深杏色,75B
1****6,蛮舒服的，包装严实,1564885185353,,4,,5,1616018,深杏色,80A
m****2,太好了！非常喜欢！,1564882560309,,5,,5,1616018,深杏色,75C
1****0,第二次购买商品了,1564909651139,,2,,5,1616018,黑色,80A
1****5,很棒,1564852218964,,6,,5,1616018,黑色,75B
有****i,不错,1564895814431,,3,,5,1616018,深杏色,75B
有****i,不错,1564895806265,,3,,5,1616018,黑色,75B
伊****沫,这次买的内衣洗的时候闻到有点刺鼻的味道，不知道什么情况,1560862418696,"{'id': 20324375, 'replyContent': '尊敬的用户，非常抱歉给您带来困扰！由于材质特性及密封包装原因，新品刚拆封时偶尔会带有一点包装味道，小选建议您可以多清洗几次能有效减少商品气味哦。希望您一如既往地支持严选哦，祝您购物愉快！', 'createTime': '2019-06-19 17:44:18'}",4,,3,1616018,黑色,75A
艾****,超好，喜欢👍,1564835768129,,4,,5,1616018,深杏色,80B
1****8,有点买大了,1564777834457,,2,,5,1616018,深杏色,80B
m****0,满意,1564788099715,,5,,5,1616018,深杏色,80A
1****0,不错 内衣不错 本来打算试试 后来都留下了,1564634740571,,4,,5,1616018,黑色,75C
1****0,不错 内衣不错 本来打算试试 后来都留下了,1564634737096,,4,,5,1616018,深杏色,75C
m****9,本次限时购有力度，复购囤货！,1564624624004,,5,,5,1616018,黑色,80C
猫****,不错，买了几次，挺满意的,1564731182164,,5,,5,1616018,黑色,80B
m****8,第二次购买了,1564752314555,,4,,5,1616018,黑色,75C
m****1,面料舒服,1564749239378,,5,,5,1616018,深杏色,80A
1****2,好,1564731055668,,4,,5,1616018,黑色,75A
m****1,好,1564699351550,,4,,5,1616018,深杏色,85C
d****5,还没穿，看着还不错,1564618706191,,5,,5,1616018,深杏色,80C
d****5,还没穿，看着还不错,1564618692496,,5,,5,1616018,黑色,80C
S****a,拿到了馬上試穿了一下真的超級聚攏，保證會再次購買,1542961304949,,3,,5,1616018,黑色,75B
1****8,高级稍稍紧了点,1564621919125,,5,,5,1616018,黑色,80B
在****方,舒服，聚拢效果好,1564631252051,,3,,5,1616018,深杏色,80A
在****方,真好穿,1564631238213,,3,,5,1616018,黑色,80A
5****1,好,1564529199276,,5,,5,1616018,深杏色,75B
粉****菇,系统默认好评,1564509106990,,6,"{'id': 95259947, 'createTime': 1570509184148, 'content': '聚拢效果挺好，无钢圈真心喜欢，平时穿75D，这个75C勉强能穿。但是穿了一段时间后衣服会有一种尿的气味。是材质问题吗？（晾晒时阳光充足）希望有改进，我太喜欢这件衣服了，却不敢再买了。', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,75B
柠****,很舒服，胸大也不下垂,1564492900232,,5,,5,1616018,深杏色,80C
凤****,非常喜欢,1564495628971,,4,,5,1616018,黑色,75B
1****2,材质，做工都不错，快递服务好，只可惜太小了，后面无法扣，给后面的姐妹的参考，胸大的比平时拍大一，二个码，准备退货了,1563163154981,,5,,5,1616018,深杏色,75C
d****6,很好穿复购率很高,1564362237496,,5,,5,1616018,深杏色,80B
婷****,不错，囤货,1564388570401,,4,,5,1616018,深杏色,80B
婷****,不错,1564388537720,,4,,5,1616018,深杏色,75C
1****6,好,1564366363799,,5,,5,1616018,深杏色,75B
a****f,尺寸准确，杯型非常舒适满意，要回购。,1564110949365,,5,,5,1616018,深杏色,80C
x****6,质量很好，穿上也很舒适，就是底围要买大一码的。平时穿75B.这款得买80B的，然后顺手又买了一个,1559646218196,,5,,5,1616018,深杏色,75B
黄****瓜,前面有点尴尬,1563836271618,,5,,5,1616018,深杏色,80A
阳****足,还不错,1564223357637,,3,,5,1616018,黑色,75B
l****8,正合适，之前买的是一百七十多，这次很便宜，用优惠券更合算,1561729388204,,6,,5,1616018,黑色,75C
1****3,料子很舒服,1564125790764,,5,,5,1616018,黑色,75C
1****3,很聚拢,1564125805422,,5,,5,1616018,深杏色,75C
l****g,不错,1558797446816,,5,"{'id': 88630362, 'createTime': 1564070607960, 'content': '赞', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,75A
l****g,二次购买,1564070312407,,5,,5,1616018,黑色,75A
****,穿着很舒服，已经第二次回购了,1563976418739,,5,,5,1616018,深杏色,75C
1****3,内衣好穿，聚拢效果好。,1563955252975,,5,,5,1616018,深杏色,75B
郭****空,。,1563947695495,,4,,5,1616018,深杏色,80C
1****3,很好穿哦，尺码合适，就是才收到货，就做特价，亏了好几十元,1564539331991,,4,,5,1616018,深杏色,80A
y****2,很好,1563873822423,,3,,5,1616018,深杏色,75B
L****n,很好,1563845070571,,4,,5,1616018,深杏色,80A
1****5,质量很好，穿上很舒服。买的最好的内衣，继续回购。,1557756025124,,4,,5,1616018,深杏色,75A
a****f,个人觉得质感不错 码数也合适 。穿着舒服，调整效果也不错。评论里有的真的有点无厘头~,1538288394217,,4,,5,1616018,深杏色,75B
静****,回购物品，手感不错，已经穿了一个多月，没有变形缩水起球等问题，很舒服。,1563848174609,,4,,5,1616018,深杏色,80C
严****妞,不错还行，可以的，非常满意！！！,1563809899514,,6,,5,1616018,黑色,75B
y****0,样子不错，厚度适中，试了一下偏小些，穿着太紧,1561331074410,,4,,5,1616018,深杏色,80C
s****i,不错👍,1563798809120,,6,,5,1616018,深杏色,80C
紫****兰,品质很好，但是才到手就降价了。严选的商品买着没有安全感，不保值，有可能刚到手就降价了，买着心里不踏实。,1564414873229,,5,,5,1616018,深杏色,80B
Y****灬,还没穿，穿后再评价,1563717789474,,3,,5,1616018,深杏色,80B
1****7,比肤色的小了,1563720049189,,3,"{'id': 89413576, 'createTime': 1564826564916, 'content': '黑色掉色，号码跟肤色一样，黑色的小。', 'picList': [], 'commentReplyVO': None}",5,1616018,黑色,75B
m****7,很好,1563689819872,,4,,5,1616018,深杏色,80B
菁****,非常好,1563679693725,,5,,5,1616018,深杏色,80B
a****天,买了不久，就降价了，复购，B杯和C杯一样轻薄呢,1564287467189,,4,,5,1616018,深杏色,80B
菁****,好,1563681506318,,5,,5,1616018,深杏色,80B
菁****,好,1563679755862,,5,,5,1616018,深杏色,80B
菁****,实用,1563679686530,,5,,5,1616018,黑色,80B
1****0,还没穿，聚拢的，有点厚,1563612996731,,3,,5,1616018,黑色,80B
z****9,非常赞，夏天穿这个颜色很适合，舒服，价格实惠,1563240229223,,4,,5,1616018,深杏色,75B
m****1,手感超棒！舒服！,1563505024789,,5,,5,1616018,深杏色,80A
k****k,非常不错,1563529839916,,3,,5,1616018,深杏色,75B
听****福,大小正合适，不错,1563380695411,,5,,5,1616018,黑色,75A
1****9,很好,1563434683864,,5,,5,1616018,深杏色,80A
m****1,一直买80这个尺寸，但这次明显偏小了，懒得换，留着送人吧,1560993737490,,3,,5,1616018,黑色,80A
1****2,上次买的那个杏色的就是薄杯，怎么这次黑色的这么厚？,1561004014715,,6,,5,1616018,黑色,85B
1****6,第二次回购。聚扰效果非常好,1563316288348,,4,,5,1616018,深杏色,80A
1****8,这款需要底围订大一个码数，罩杯跟平常一样，很舒服，没有钢圈也有塑型效果，还会再买,1541671368685,,6,,5,1616018,深杏色,80B
秋****,很舒服不勒,1563332228339,,3,,5,1616018,深杏色,75B
z****9,特别舒服，这块胸罩值得长期持续购入,1563240206195,,4,,5,1616018,黑色,75B
f****4,可以可以可以可以可以可以可以,1563281518020,,4,,5,1616018,黑色,75B
小****笑,有点厚 勒,1563260118915,,4,,4,1616018,深杏色,80C
周****周,聚拢效果明显，不勒人，保暖效果也好，值得购买，穿了一周立马回购了黑色！,1544838308767,,5,,5,1616018,深杏色,75B
若****,二次购买,1563168529635,,4,,5,1616018,黑色,85B
1****3,手感好，贴肤，很舒服！,1563064775475,,3,,5,1616018,深杏色,80B
y****n,内衣前侧，中间部分不够聚拢,1563462355532,,5,,5,1616018,深杏色,85C
1****1,内衣还可以，就是下围偏小，一直都是穿75B，这款试了下很勒，感觉呼吸都困难，所以换成了80a,1561957072284,,6,"{'id': 88035012, 'createTime': 1563544037717, 'content': '当时没想明白，下围紧可以用加长扣的，75B杯刚好，80A果然还是有点空杯', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,80A
j****j,质量好,1563103610140,,6,,5,1616018,黑色,85B
l****8,帮同学买的，她说质量不错，也正合适，很好,1561729582425,,6,,5,1616018,深杏色,80C
m****5,回购的，好穿得很,1562998035045,,5,,5,1616018,深杏色,75B
a****2,很舒服很舒服 还有聚拢效果,1562992171432,,5,,5,1616018,深杏色,75C
1****0,质量很好,1563010568046,,4,,5,1616018,深杏色,80B
诺****️,赞,1562948651178,,5,,5,1616018,深杏色,85C
飞****,这个内衣真的好穿，但是夏天有点热,1563244108606,,6,,5,1616018,黑色,80A
嗯****嗯,日用品都挺成功的，买的最不成功的东西就是内衣了。,1556943341508,,4,,5,1616018,黑色,75A
w****n,质量很好,1562898986144,,5,,5,1616018,深杏色,80B
1****8,还没穿，拆开发现味道太重了，闻着很难受，感觉那种二三十块钱的应该都没有这么重的味道，像那种超级劣质货，物与价严重不符，不知道这么多好评怎么来的！而且是从东莞发货，所以是东莞制造？,1563974594343,"{'id': 20331200, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，严选发货仓库有很多，您下单后系统会按照您的收件地址匹配就近仓库发货，您反馈的情况我们很重视，您的问题已有客服跟进，后续会帮您处理，感谢您的支持，祝您生活愉快！', 'createTime': '2019-07-25 17:33:38'}",2,"{'id': 88547820, 'createTime': 1563976928596, 'content': '放洗衣机洗后还有刺鼻的味道，这味道得多重！', 'picList': [], 'commentReplyVO': {'id': 20331199, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，您反馈的情况我们很重视，您的问题已有客服跟进，后续会帮您处理，感谢您的支持，祝您生活愉快！', 'createTime': None}}",2,1616018,黑色,75C
j****j,很舒服,1562928743188,,6,,5,1616018,深杏色,85C
爱****奇,买小了 一会退换一下 很舒服 塑身效果非常好,1561518912416,,6,,5,1616018,深杏色,80C
1****2,胸衣杯罩的上沿更熨贴一点就更好了！,1558924447522,,2,,4,1616018,深杏色,75A
c****8,之前买了一件非常舒服，调整有型，第二次回购,1562166907393,,4,,5,1616018,深杏色,80C
1****9,买了一黑一杏色,1562818795709,,5,,5,1616018,深杏色,75B
m****1,还没试，颜色很正，包装也很好。,1562551855590,,5,,5,1616018,深杏色,80B
1****6,手感很好，大小合适，副乳依然有些收不了,1561353461580,,5,,5,1616018,深杏色,75B
1****9,好,1562686342724,,5,,5,1616018,深杏色,80A
c****1,质量好，不变形,1560659999752,,4,,5,1616018,黑色,75B
1****0,聚拢效果超级好。,1562520874756,,5,,5,1616018,深杏色,75C
z****8,质感不错，很有型，特聚拢,1562464588704,,5,,5,1616018,黑色,75B
马****然,下围太紧，与描述不符！非常不舒服，不建议买,1562377816685,,3,,1,1616018,深杏色,80A
1****1,还可以，就是偏小偏小，一直都是穿75B，这款试了下偏小很勒，感觉呼吸都困难，还是换了80a,1561956943937,,6,,5,1616018,深杏色,75B
L****g,80C感觉都不是特别大，聚拢效果挺好的,1561131800836,,3,,5,1616018,深杏色,80C
1****3,聚拢效果超棒，穿着很贴身不会往上跑,1561100519999,,5,,5,1616018,深杏色,75B
w****5,5月份按定价229买的，结果现在看定价直接变成169了，这令人很难过,1562715828776,,4,,5,1616018,深杏色,75B
翁****๑,非常好穿舒适透气,1562425437554,,4,,5,1616018,深杏色,85C
疯****活,好,1562421583896,,6,,5,1616018,黑色,85B
瀾****,系统默认好评,1562352183678,,6,"{'id': 91702521, 'createTime': 1567068764729, 'content': '这个胸衣穿着还不错，蛮舒服，就是出汗后胸垫里的橡胶味道太大，太难味，穿了几次给扔掉了！怕穿出健康问题！', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,80B
°****e,这个。太厚了，穿着会空杯，说实话不太满意,1562727246701,,5,,5,1616018,黑色,75A
俊****辉,"一个字“好”!,早上收到，很喜欢，下次一定还来!",1562059716512,,6,,5,1616018,黑色,75C
鱼****2,挺好的，摸起来很舒服，有点儿紧了,1562051006422,,5,,5,1616018,深杏色,75B
喵****,还不错，没有钢圈也没有紧勒的感觉了,1561996991633,,5,,5,1616018,深杏色,75B
y****,好,1562256530975,,6,,5,1616018,深杏色,80C
l****i,不错👍,1562249475839,,5,,5,1616018,黑色,75B
1****1,非常满意,1562220498334,,6,,5,1616018,黑色,75B
羊****咩,很好穿，对于大胸也很友好。薄厚适中,1561904429900,,5,,5,1616018,黑色,80C
羊****咩,很好穿，对于大胸也很友好。薄厚适中,1561904418676,,5,,5,1616018,深杏色,80C
人****见,质量特别好，可以和商场几百的媲美,1562087490277,,4,,5,1616018,黑色,85B
1****0,质量很好，有点厚。,1562157696117,,3,,5,1616018,深杏色,80B
一****,质量很好很舒服,1562142133175,,6,,5,1616018,黑色,75B
奔****,聚拢效果很好,1562166450143,,5,,5,1616018,黑色,75C
h****8,穿着舒适，面料手感好。顺丰速运服务如天天快递。我在某宝订单的顺丰件都是送货上门的，就你们的是投入快递箱且没有短信通知。扣一星。,1563187547774,,3,,4,1616018,深杏色,85C
c****g,挺好的,1562140794595,,5,,5,1616018,深杏色,85C
墨****,很好啊,1562139525755,,6,,5,1616018,深杏色,75B
1****5,非常满意！,1562115339624,,3,,5,1616018,深杏色,75C
白****,聚拢效果很不错(*๓´╰╯`๓)♡,1561936278055,,5,,5,1616018,深杏色,75C
p****h,女友说穿上很舒服，很合身。,1562058342526,,3,,5,1616018,深杏色,80C
人****见,质量非常好物超所值,1562068029209,,4,,5,1616018,黑色,85B
喵****,还不错，没有紧勒的感觉,1561997017734,,5,,5,1616018,黑色,75B
m****1,第二次购买，舒适,1562048611894,,6,,5,1616018,黑色,80C
小****,好,1562072777169,,4,,5,1616018,深杏色,80A
m****2,聚拢很好，买了两件不同颜色的,1561947506805,,5,,5,1616018,黑色,80C
z****x,很不错，第一次在网上买内衣，因为相信严选的品质,1561270634258,,4,,5,1616018,深杏色,75B
利****,非常有效果又舒服,1561959454983,,5,"{'id': 85478531, 'createTime': 1561959625062, 'content': '还想买', 'picList': [], 'commentReplyVO': None}",5,1616018,黑色,80B
c****y,超级舒服，五星推荐,1561988865653,,4,,5,1616018,深杏色,80C
夏****,好柔软，好穿,1561935200050,,4,,5,1616018,深杏色,80A
峰****诺,挺好的,1561940248905,,3,,5,1616018,黑色,75C
m****9,非常不错,1561954503964,,4,,5,1616018,深杏色,85B
m****9,号码合适,1561954493131,,4,,5,1616018,黑色,85B
b****8,很好,1561913657069,,5,,5,1616018,深杏色,80B
小****,好,1561977897138,,4,,5,1616018,深杏色,80A
1****6,尺码刚好，穿起来很舒服,1561877447943,,4,,5,1616018,深杏色,80B
青****草,舒适便宜准备再入手,1561907853080,,5,,5,1616018,深杏色,80B
1****5,舒服，柔软，合适，透气，,1561860746687,,3,,5,1616018,黑色,75C
1****3,穿着舒服,1561908841850,,3,,5,1616018,深杏色,75A
1****5,很好,1561866118785,,2,,5,1616018,黑色,85C
S****.,好,1561881334405,,6,,5,1616018,深杏色,75B
m****2,塑形很好，又买了黑色的，满意！,1561703694055,,5,,5,1616018,深杏色,80C
桑****,还不错，建议下胸围买大一码,1561817905283,,4,,5,1616018,黑色,80B
1****1,一般般,1561798575171,,4,,2,1616018,深杏色,80A
爱****奇,赞赞赞赞赞赞赞赞赞,1561779744026,,6,,5,1616018,深杏色,85C
古****月,很好，很舒服,1561769979765,,6,,5,1616018,黑色,75C
1****9,夏天穿会很热，太宽了,1561818255936,,3,,3,1616018,深杏色,75B
霞****,不错,1561815891011,,4,,5,1616018,黑色,75A
q****6,好好,1561782589408,,5,,5,1616018,深杏色,75A
q****6,好好,1561782537180,,5,,5,1616018,黑色,75A
m****1,回购的文胸，舒服，聚拢，不紧绷,1561608746749,,6,,5,1616018,深杏色,75B
l****0,之前买了一套黑色的，再次回购另一个色,1561042782402,,5,,5,1616018,深杏色,75B
1****2,非常好,1561733692866,,5,,5,1616018,深杏色,75C
古****月,很好,1561707589392,,6,,5,1616018,黑色,75C
辉****,质量好好,1561700046631,,5,,5,1616018,深杏色,80B
S****.,好,1561706851488,,6,,5,1616018,深杏色,75C
w****g,非常舒服，已回购第二件了,1561599816557,,5,,5,1616018,深杏色,80C
m****8,厚了点，冬天再用,1561610457869,,5,,5,1616018,深杏色,85B
p****e,很好喔,1561565019006,,6,,5,1616018,深杏色,75C
1****6,很好,1561624301592,,3,,5,1616018,深杏色,75A
y****,好,1561646971275,,6,,5,1616018,深杏色,80C
1****4,不错，夏天可能会有点热,1561535701821,,3,,5,1616018,黑色,75A
c****h,非常好穿，舒适不勒,1561478450071,,4,,5,1616018,深杏色,75B
m****1,大小合适，物流很快,1561478856496,,5,,5,1616018,深杏色,80A
D****,好。。。。。。。。。。。。。。。。。,1561504423077,,5,,5,1616018,黑色,75A
雨****记,穿了几天了，感觉真心喜欢，舒服，没有勒紧感,1560857230908,,4,,5,1616018,深杏色,75A
雨****记,穿了几天了，感觉真心喜欢，舒服，没有勒紧感,1560857172111,,4,,5,1616018,黑色,75A
s****2,其他都还可以，就是底盘太厚了点，要是薄一点还要舒服。,1561171582093,,3,,5,1616018,深杏色,75A
l****e,是我穿过最好穿的内衣，比黛安芬的都要好,1555573439224,,2,,5,1616018,深杏色,75A
 ****z,不好，穿上就有点空杯，半天就跑了，内衣还是建议买专业的品牌，有些东西真的是岁月沉淀过才能做的好，总之这次真心不满意,1560835842040,,3,,1,1616018,深杏色,85C
S****丽,罩杯买小了，不高兴退货了，送人穿,1560856497247,,5,,5,1616018,深杏色,80A
小****,穿着很舒服，不知道时间久了会不会变形,1560129990665,,4,,5,1616018,深杏色,75C
1****4,回购款,1561446649489,,4,,5,1616018,黑色,75B
1****4,回购款,1561446628205,,4,,5,1616018,深杏色,75B
李****运,还行,1561396746202,,4,,5,1616018,黑色,80A
☆****☆,完美,1561426038618,,4,,5,1616018,黑色,75A
m****5,不错,1561411066810,,3,,4,1616018,深杏色,75B
1****9,质量看上去不错，上身也舒服，颜色夏天穿正适合，不错,1560775102994,,3,,5,1616018,深杏色,85C
l****1,第二次购买，面料很舒服，一点也不勒,1561365629724,,5,,5,1616018,深杏色,75C
z****1,性价比不错。值得拥有。,1561097378071,,5,"{'id': 84684737, 'createTime': 1561349170645, 'content': '质量杠杠的，舒服！觉得比**芬还要好！', 'picList': [], 'commentReplyVO': None}",5,1616018,深杏色,75B
h****1,还没有穿，相信严选,1561380387110,,4,,5,1616018,深杏色,85B
杨****路,非常喜欢,1561388105817,,6,,5,1616018,深杏色,85C
y****8,很舒服,1561376662175,,3,,5,1616018,深杏色,75A
 ****娅,😃,1561362656069,,4,,5,1616018,黑色,85C
m****3,舒适,1561385683984,,5,,5,1616018,深杏色,75A
1****8,不错,1561376261509,,4,,5,1616018,深杏色,75B
x****3,好,1561353561198,,3,,5,1616018,深杏色,80B
c****g,小杯的超级厚啊 确实聚拢效果好,1561195777145,,3,,4,1616018,黑色,75B
c****g,小杯的超级厚啊 确实聚拢效果好,1561195769379,,3,,4,1616018,深杏色,75B
m****9,回购回购，期待活动价！,1561270127824,,5,,5,1616018,深杏色,80C
1****3,质量很好，穿着舒服,1561263791337,,5,,5,1616018,深杏色,80C
1****0,质量不错买大点。,1561253607179,,4,,5,1616018,黑色,85B
A****R,有点厚,1561290441788,,4,,5,1616018,黑色,80C
h****3,挺好,1561264199488,,5,,5,1616018,深杏色,75A
C****e,不错,1561305559096,,5,,5,1616018,深杏色,75A
****,好,1561286176567,,5,,5,1616018,深杏色,75B
薛****,好,1561252131388,,6,,5,1616018,深杏色,85B
m****1,质量好，喜欢聚拢的朋友可以下手,1561171326797,,4,,5,1616018,深杏色,80C
竹****,好穿，贴身聚拢效果不错,1561208400739,,5,,5,1616018,黑色,85C
1****0,回购产品,1561207381341,,5,,5,1616018,深杏色,80C
1****3,好,1561155791194,,6,,5,1616018,深杏色,85C
1****1,质量不错👍试穿了一下，合适，也挺舒服的,1560526802285,,4,,5,1616018,深杏色,80C
小****幸,聚拢效果真的很好，又一次回购,1561109906934,,3,,5,1616018,黑色,80A
1****2,巨满意，很舒服，聚拢效果非常好,1561126685798,,5,,5,1616018,深杏色,80B
1****2,巨满意，很舒服，聚拢效果非常好,1561126681157,,5,,5,1616018,黑色,80B
